item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
46ab1ec34bc6,9f2604e26e24,20,148,0,6,2,41,47,Курточка Джинса Белая. Размер L,Милый пиджачек на лето. Состояние нового. Из размера выросли ) мкр. Перспективный.,-0.28769086541946465,52,2017-03-17,0,cf1055e0b86be4f24e152a52385688c1ef9736acd62837186fa8638fba9295a0,164,0.0
6b01594da9ff,b81f26ef1eaa,15,132,0,6,2,40,36,Продам сапоги,Продам демисезонные сапоги. Почти не носила,-0.2863759044908158,54,2017-03-27,0,e9bd13e4d9e20a502585c5ff6fbd90a5098402b6295e1881e5ff98aedf51c00e,114,0.0
d72a5fa5a2f3,cf482192db88,21,68,0,2,1,40,7,Сандалии,"кожа натуральная, жесткий задник. в хорошем состоянии",-0.28782236151232954,54,2017-03-27,0,d261d69c055e2f12b1d112ad7a7d4c2201223c24cd13f1add4d5feda8a979f82,116,0.0
8dec1a4d444b,af8d39fac95a,17,157,0,6,2,28,47,Куртка кожанная,"куртка кожанная,б/у,в отличном состоянии размер ближе к 46,причина продажи-стала мала",-0.28681422480036545,61,2017-03-19,1,f86e161dc5f5649bfccc0c9b0c3846fe219992e39b654784dc5b9a50c8a07bcd,156,0.0
8f32c4526ec0,4a4fc30765c8,22,57,0,6,2,28,66,Продаю пальто весна-осень,"женское пальто из буклированной ткани, размер 50-52, б/у",-0.28725254510991505,19,2017-03-19,1,5b05a6f7af001682746734453180b6b6da103b1e9aec04c6b3a950fff0ab2f5c,155,0.0
adbeaa34b32e,679f4ab2ca4d,13,128,0,2,1,28,57,Карточка демисезонная,"Карточка Германская.Размер 68,но она немного большемерит,подойдет до года!В подарок шапочка)))",-0.28725254510991505,15,2017-03-21,1,72e81a659bbf9b52f489ef223bc2758a00a8919127459151488897ab8e3de8db,266,0.0
daa14c8683b9,8eda6db6f237,10,87,0,6,2,26,66,Продам брюки,В отличном состочнии. Тянутся. К низу заужены. Синего цвета. Р. 50-52 . Отличный вариант для беременной.,-0.28769086541946465,94,2017-03-26,1,b24f72b11c8f7df95eb90e6808192c1f8d5ae3f2e123fd97b4894c2af3a9ebc5,190,0.0
544dbbe99b27,d230b0a3b210,8,76,0,6,3,44,50,Рубашка Outventure,"Продам рубашку фирмы *Outventure*, покупали в *Спормастере*, одевал пару раз стала мала. Состояние новой.",-0.28782236151232954,149,2017-03-24,1,aff14f4936e5b2e666793edd72cf6b4846e1302ec3e063877cb656c33c92b1ec,214,0.0
c6eba387ab67,e6291e2a9067,10,163,0,6,2,45,47,Батник,"Микрофибра, состояние очень хорошее./
Все мои объявления можно посмотреть, набрав в строке поиска moi79/
Все вещи в хорошем состоянии, некоторые одеты несколько раз, есть и совсем новые./
При покупке нескольких вещей уступлю в цене!",-0.28782236151232954,74,2017-03-15,0,af6a8682baf16e5be2904a49d28555b2f6af08d1d97eb52193703993f49a2a52,209,0.0
99e3cdca6061,ee7de67b5fcb,5,44,0,2,0,40,29,Ботиночки 30 размер!,Ботиночки на девочку размер 30! на широкую ножку. В хорошем состоянии.,-0.28782236151232954,75,2017-03-16,1,6fe380ce031ccfa1275cea4fddc429e9ca408ee9e1b1fda9bc19fb2e01271dac,256,0.0
f199e353b492,1994d13a011f,8,94,0,2,0,43,2,Юбка,В отл.сост,-0.2877785294813746,326,2017-03-20,0,08267fe136e2dee635502e607e13d904e75558c086acd1cd302c6cb7466a76bb,84,0.0
7d0df2db4860,1b394311f492,16,138,0,6,2,48,49,Туника,"Продается трикотажная туника, яркая расцветка, завышенная талия, треугольный вырез. Б/у, состояние отличное./
Звонить до 22,00.",-0.28769086541946465,30,2017-03-22,0,1f92624524c4815a34b5720cf77ef3a889c513dc9be2311d15044abf0777890c,102,0.0
83066ebbf871,2a2250e97d06,26,172,0,6,2,32,23,Джинсы марок Vero moda и il' Dolce jeans,"Джинсы фирмы il' Dolce jeans (размер 42) - 500 рублей/
Джинсы фирмы Vero moda (цвет караловый, размер 42) - 600 рублей",-0.28769086541946465,50,2017-03-26,1,74d5fbbe264691261dfba44f3cfb765af27732304d4dadb3dc58f64ab44a22f2,182,0.0
53bbe2545742,7a31d8259799,17,141,0,6,2,26,47,Джинсы р-р 44-46,"Продам новые джинсы женские (97% хлопок, 3% эластан) /
Модель сезона осень-весна./
Больше подойдут на р-р 46",-0.28769086541946465,68,2017-03-22,0,b186451f8d3e5aa1d2be9784b21d391869c1f1a1d4743a86f04332741410c4c8,196,0.0
c5a215757a3b,576fed072f5d,12,120,0,6,2,48,66,Футболка женская. NKD,"Футболка женская. с сайта NKD. Германия/
Размер указан 50-52, реально может быть чуть больше. Смотря кто как носит. Трикотаж отличного качества! /
Замеры сделаю по запросу.",-0.28769086541946465,101,2017-03-20,0,d9d331f98a0d4111b525bd7090b9ef23e33409bb5c9ddbe62e9f629a8223e50e,5,0.0
cedb64f0de5d,24ebfd039f21,15,132,0,2,1,40,20,Новые резиновые сапоги Demar,"р-р 22-23. Новые, нам не подошли",-0.28729637714087003,23,2017-03-25,1,c7b0bac3225762584c101070bfc0e4022cc3cbff19b73e3df301e602272bac00,140,0.0
fac66e912791,9d32997fb99b,0,17,0,2,1,28,57,Комбинезон на весну,"На синтепоне, мягкий и уютный, размер 68",-0.28769086541946465,6,2017-03-20,1,e2321c99cf4adcf5e5e5d814f90a3bd04ec00754f2c7c0a4ac67ab7aac56d386,106,0.0
cca689b4c93a,027b879288a6,19,70,2,0,6,9,118,"Datsun on-DO, 2015","состояние отличное, в семье два авто, приобретался для поездок на работу, по выходу на пенсию надобность во втором авто отпала",0.08882628048366492,11,2017-03-17,1,477c1da48d6414da4fe58194bfd513730da374e239da4a9ec95d4348b73e28dd,2,0.0
7e0b76e3f3c2,cf775635d7cb,15,132,0,6,2,28,44,Продам демисезонную куртку,"родам демисезонную куртку с капюшоном отличного качества! Размер 44. Тёплая, лёгкая, ровные швы, все замки рабочие. Носила её всего 2 месяца. Сзади немного удлинённая.",-0.28655123261463566,1,2017-03-28,1,b6181155093dc81a6109d1c10db460c469efaa26151b8b0d73816a0823252099,223,0.0
afbc70266945,bc386e90abb1,15,132,0,2,0,28,59,Непромокаемы костюм,"Непромокаемый костюм, куртка +полукомбинезон, размер 92, как на девочку так и на мальчика, цена 600 руб",-0.28760320135755474,265,2017-03-27,0,ebd3df5e062343e6fccecadcc741424c7e13fe1be886f748f59597a4364bbd5d,238,0.80323
24d30ce637d0,529bd75f9bed,19,144,1,4,5,2,120,"3-к квартира, 55.1 м², 4/5 эт.","Продается 3х комнатная квартира, центр города, квартира светлая, теплая. не угловая, расположена на 4 этаже, без ремонта, стеклопакет установлен на кухне , балкон застеклен, окна выходят на обе стороны. При желании можно сделать хорошую перепланировку. Чистый подъезд, доброжелательные соседи./
Развита инфраструктура района, во дворе детский сад, администрация города, школа 20, банк УбРИР, в шаговой доступности магазины и супермаркеты./
Полное юридическое сопровождение сделки, работаем со всеми видами оплаты.",1.1144958048297922,13,2017-03-23,1,700a88f2122e0632dc291b11109acf17d245b63c6303554778c76aac1d688f38,58,0.0
a07d0df5fff3,e90476ade499,13,128,0,2,0,49,2,Новые лонги HM,Отличное качество. Цена указана за 1 шт. Набор 600 руб. 122-128. Покупала за 999 руб,-0.2878661935432845,492,2017-03-21,0,06430bd3672bbf6903f3959126d2ff38b3e87bc7f6dcf368711a3aeaeb37b890,13,0.12459
58b907dcaca9,0e0e83cab462,5,44,0,2,1,28,60,Продаю костюм,Продаю костюм для мальчика. Куртка и брюки. Цвет салатовый и черный. Состояние отличное. Торг.,-0.2877785294813746,11,2017-03-26,1,94c4db5b20d4ac89cf0f0565412d0755f444a6031b4ca0fb597af00a6b28d713,268,0.0
96caf9382558,44853de21a9d,12,120,0,6,3,28,56,Мужские куртки Sean John,"Остались большие размеры. Есть 56./
Куртки с капюшоном, непромокаемые. Американского производства. Высокого качества.",-0.2859375841812662,10,2017-03-27,1,b734af3496628941083da035fc43622eb67133e5521a56b7b09d6e5a1fb365f8,227,0.0
e21b47b1d8f1,9b00ef74462b,13,128,0,2,0,40,34,"Чёрные туфли ""Котофей""","Чёрные туфли ""Котофей""  34 размер , для девочки , очень удобные , прекрасно подойдут в качестве сменки в школу !!!",-0.28760320135755474,18,2017-03-26,1,0b0818b11d0977f59477af5737c2786c7dca2913d890a80513ed9ea727ae1415,255,0.0
4ccb857e7241,71dc60905180,2,175,2,0,6,16,81,"Mercedes-Benz E-класс, 2001","Срочно продам автомобиль в хорошем состоянии, не битый, торг реальному покупателю, перекупщиков просьба не беспокоить",0.08794963986456568,1,2017-03-25,1,5c173c3804016393b2eecfc30ef895ecab7175ad0b80e28fb2e795ccad0a2e30,15,0.1052099999999999
0c54ed1fb9b5,e8808edd6e3e,13,128,0,6,2,40,37,Сапоги демисезонные,"Сапоги весна-осень ,в хорошем состоянии, носить можно до -10,кожзам.",-0.28760320135755474,41,2017-03-20,1,0168afbd53effd95a1614b1586ff3149680534fabd825a0748dc8c3d7ec6d455,108,0.0
f8626b70cdab,51a17c15be83,21,89,2,0,6,34,25,"ИЖ 2717, 2006",Машина в хорошем состоянии !!!,-0.22676434239206653,1,2017-03-20,1,f692ff9f7506e34bbb81ca2f402618911ad50b27ee4a591e9616ca209b312de9,2,0.7376
b34fef14f592,0d4bd06f24fe,12,120,0,2,0,40,61,Кроссовки,"Очень легкие кроссовочки,мягкие,удобно на первые шаги.",-0.2874278732337349,3,2017-03-26,1,92e6e03e10ad77fef32a23fe961f6c6d6998d10fb8ae63d8cefeef26c612ba40,254,0.0
708ed5e18684,77016ac9d2be,17,141,0,6,2,43,49,Вечернее платье,"Продам вечернее , не побоюсь этого слова "" Эксклюзивное "" элегантное ,  платье . Покупалось за 15000 тысячь . Цвет черное с переливом на свету . Спинка открытая с вуалевым бантом , завязки .Есть в наличии еще вуалевый , большой шарфик .",-0.283745982633518,133,2017-03-19,0,e48aa92621bc99848ae00368d8325534ef78dada687d4eb321b2a2ff67cf2df0,88,0.0
02d4e3724bf1,29dc33a4b3bf,1,149,0,6,2,45,41,Толстовка,Торг,-0.28769086541946465,14,2017-03-18,1,77aebda577a6a76fd3a068033425fef8d6037142abc2a5dab08dc6ba66ae9f0d,210,0.0
0e2834dcdebb,7e888f2c5a8d,1,149,0,2,0,40,26,"Сапоги весенние, р.28","Продаются демисезонные сапоги на девочку в хорошем состоянии, р.28, по стельке 18 см.",-0.28769086541946465,30,2017-03-22,1,b3917cbe7addb3d8b905bc6f31095454b29e1d8649816c150a99096a82274784,261,0.0
d95b3aad9148,765a48c39f4f,0,17,0,6,2,28,41,Последния колекция,Продаю куртку женскую демисезонную в отличном состоянии.,-0.28769086541946465,59,2017-03-20,0,55af8919ddf19517afa61f88e63f5d2725de16ac7f8609aa73b9c787bd5247ac,69,0.0
5b18d12b7cd9,60602e561acf,17,141,0,2,0,28,4,Куртка осенняя на девочку рост 152 см,"Продам куртку осеннюю на девочку рост 152 см, б/у 2 месяца, за 1000 р. в отличном состоянии.",-0.28725254510991505,34,2017-03-19,1,ec5ee3e60f3fe13caf033dc8958618629a709495ce239d283c40917a73d1e678,169,0.0
979801dd8bbd,b7d0afeea477,23,162,0,2,0,40,21,Кросы для девочки,"Новые кросы по стельке 15,5-16 см нам не подошел размер",-0.28738404120277994,30,2017-03-16,1,e4c111d49f9d239acde9b317448bceb2eecf8ec21f59f7f31af88ab2caeb6918,254,0.0
8d83c4c56b65,0cd55a9ce741,11,112,1,4,5,0,120,"1-к квартира, 20.6 м², 9/9 эт.","Продается уютная 1 к. кв. недалеко от ул. Бекетова (ост. Моховая). Удобная планировка, солнечная сторона, ремонт, пластиковые окна. Развитая инфраструктура, рядом школы, дет. сады, поликлиники, университет им. Лобачевского. Удобная транспортная развязка - пр. Гагарина, Дворец спорта, пл. Советская. ЧП, быстрый выход на сделку.",1.1670942419757473,15,2017-03-16,0,7163e8ad9b4a5ea8fe85928516791c179e3352f4fa44fa1747ded89aecc1bfd7,58,0.0
8f5ea5e4de20,bb82460f6c96,15,132,0,2,1,40,7,Кроссовки Adidas,Кроссовки Adidas оригинальные (кожаные),-0.28751553729564483,20,2017-03-27,1,91cfda4bb1468162987085904404598c248964825a8be4a64755746ee364a1f6,121,0.0
6564626743a4,c5c783c7bb9b,25,125,2,0,6,6,95,"Chevrolet Niva, 2016","Продам Шевроле-Ниву в отличном состоянии.По ходовой нареканий нет.Ничего не гремит,не стучит. Крашено заднее левое крыло(царапина от ворот).Остальные подробности по тел.Разумный торг при осмотре.Фото будут позже.",0.1677239362025978,2,2017-03-24,1,3a96e98a9c6b341a2db7a5dab21e33402649a78d77cb00ea53a4b80816fe30c9,15,0.7376
d5d1bc0404b0,fe84a9399f4f,17,171,0,6,2,43,44,Платье,"Платье в греческом стиле, чуть ниже колен. Одевала 1раз",-0.28769086541946465,9,2017-03-19,1,be4ae26e800e74feb58919f27babddc1e8b67297f1c05c11af1d3199c2cf0d71,206,0.0
48599da91749,0f8e667b4ec7,8,76,0,6,2,40,39,Нарядные туфли,"продам нарядные туфли, немного б/у, удобная колодка, отличное состояние.",-0.28769086541946465,27,2017-03-26,1,8b16db42a3fc75d91ec10f4abd4273ac86c8d61f64d98b25e8103f485d37ce4f,113,0.0
a71947ee9308,1d7c6b55da72,20,136,0,6,2,40,36,Туфли женские,"Туфли итальянские кожаные,на узкую ножку,обуты один раз.",-0.28681422480036545,14,2017-03-18,1,b86636ff74e471600d51c9db854b7bffa98378c2abac0f304be41eb6e74a40d7,146,0.0
27f0a03bb662,588e033d643e,1,52,2,0,6,6,82,"Chevrolet Epica, 2011",Все вопросы по телефону,0.07129346810167984,3,2017-03-24,1,85e420cad3767b0d25b52b61362f66f93c34a694440ec4d76883bf0c5677a243,15,0.32871
6897aec2d864,dac12544dfd7,9,147,2,0,6,4,114,"BMW X5, 2000",спорт режим,0.2115559671575605,2,2017-03-20,1,c3a6cc522590893735983fb6f401e014e369e57df9ff85a59a432cf6722b61d4,14,0.0
5494c4979e4b,4edc5255bcfa,1,168,0,6,3,28,55,Куртка,"Куртка двухсторонняя,антиветер.Все подробности по телефону.Куплена в Чемпионе.Торг уместен.",-0.286112912305086,26,2017-03-19,1,31d2c89f1128d525fd250c2544db88878713ce3df78f1d980db0f606c844ff28,159,0.0
801115fb0cad,31e658ffcc34,0,17,0,2,1,28,58,Костюм велюровый,Состояние нового,-0.2877785294813746,417,2017-03-23,0,ec4e2dc0f5df1158f24f74dd672fc6199d319f9b648e8cb22266b0d3443c38c8,211,0.0
d0ba21efef96,a1541c3eb0eb,26,166,0,2,0,43,3,Продам платье для девочки,Легкое платье на брительках. На возраст 8-10 лет.,-0.28782236151232954,7,2017-03-18,1,367f7d46cea2e0d7cebb2713cbeeefc43441f60faadaa98c5cba38be52d440a5,97,0.0
ca2c10f09d4e,35044d196299,9,119,0,6,2,43,47,Платье mango,"Платье А-силуэта, подходит для любой фигуры, размер м, легкое, красивый цвет, одевала два раза, состояние отличное, покупала в два раза дороже",-0.28725254510991505,11,2017-03-20,1,4d55d9a46ea76ea3cecf050c8eb7b50e303ffa2826a6886aeb3c07e9f0a05646,249,0.0
3b0c0335b237,a8f76e9334d4,19,54,0,6,3,40,43,Черно серые саломоны мужские новые,"черно серые саломоны мужские новые/
размер от 40 до 45/
практичный выбор на каждый день",-0.2863759044908158,9582,2017-03-26,0,381a0deb5ae4ce9d6572c5c2a315b4db242902d6833e8098067fe4c3995886a2,217,0.0
ccb5fed5002d,59e5490f29da,9,5,0,6,2,26,41,Продам брюки винного цвета,Удобные брюки.Тянутся.Отличное состояние.Покупала и не носила.Продаю срочно в связи с переездом.,-0.28751553729564483,14,2017-03-18,1,63e3e61ea238191421cc71b4ed1e9db08766b93f6c733be2e2db7937e42860dd,190,0.0
f2b413bd90e0,ec9d8a562010,8,23,0,6,2,28,47,Продам плащ,Продам плащ на поясе,-0.2876470333885097,10,2017-03-27,1,fcdc94a873157876db4f0cb22324a17ad6b6784e72460995d40ac6b5d0323f8c,162,0.0
1eaaeceaf235,cde7f8ab8304,9,53,2,0,6,27,53,"LADA 4x4 (Нива), 1997",В хорошем состоянии.,-0.1759191864843098,67,2017-03-21,0,38c3e82ad3f447c9d3e0921f157ccd00708910eb1548602eeca3f6008a455ced,63,0.01846
7b8a46d609c3,8007f15c8068,19,54,0,6,2,48,49,Продам футболки для кормления,"Продам футболки для кормления с длинным рукавом, в нормальном состоянии.смотреть на широкой речке либо ещё где нибудь, по договоренности.цена за две.",-0.2877785294813746,20,2017-03-24,1,77dbfcb6c7f62f6e8a67c67e8146e7f7d99b1867c5ee72027e57bc12661afbe0,185,0.0
fcbe7a62b39a,776e6049432d,12,24,0,6,2,48,47,Толстовки,"Новые толстовочки, производство Турция. Качество отличное.",-0.2874278732337349,3,2017-03-20,1,c6309a8de17377ba01d29ea418d5f1e6bea4b915c19d59fee160e383968b9fa8,187,0.0
6209ecd0c9bd,aa011aeea5b6,9,84,0,2,1,40,19,Туфли катафей,Продам туфли для мальчик. Очень удобные и красивые. Состояние новых. Район Фмр.,-0.28769086541946465,30,2017-03-21,1,5ced6cfd903738df466ef2732e453cf33e1fcb54019d9f14b07272731ec9d20f,126,0.0
976cee1789f5,e46f3927559b,14,129,1,4,5,0,120,"1-к квартира, 29 м², 6/9 эт.","Продам квартиру в хорошем состоянии. Все документы готовы . Звонить в любое время . Номер заявки в базе ЕЦН: 3747. При обращении в компанию назовите этот номер сотруднику, это поможет быстрее обработать Ваш запрос.",0.9391676810099413,446,2017-03-23,2,2e8a2390a086ddea0ff7b700a0b25de74b56dc688b410f3740bed616ca2dfc8c,45,0.0
f998eab92a4f,f5d9afd5f474,9,50,0,2,0,40,21,Сандальки,24р 16см,-0.28782236151232954,60,2017-03-22,0,9cae85546df5cd67cfc70094349a131e6225f39b776da350bc0fa1eef4774dfd,263,0.0
12547e454cf3,81c11eb97c1b,11,112,0,2,0,40,22,Экко,"В хорошем состоянии , могу привезти",-0.28698955292418526,556,2017-03-20,0,8c57bf3cd86c20223ec31f6d5d3f32399aab21a70655226610c5f69b507c6194,131,0.0
6419f50a01ce,9ff3299eac19,13,128,0,6,2,48,47,Футболка с вырезом на спине,"Женская чёрная однотонная футболка с вырезом на спине ""крылья"", размер one size, но скорее на M-L, состояние идеальное, так как футболка ни разу не надета, производство Китай.",-0.2878661935432845,13,2017-03-27,1,d60d2370c41585457be9144d731c1c3a3b7261c88e39b631fd47c4df78e1007d,208,0.0
3efe5c1f417b,c51bd424c601,17,141,0,2,0,28,60,Костюм,"Костюм , рост 104, на возраст с 3-5 лет, на тонком синтепоне, не промокаемый и не продуваемый.",-0.28725254510991505,295,2017-03-27,0,3b67e795ab943cd3aa2c5ef717417fc6239710cdec0038a2889802d3f5b3eeaa,268,0.0
b796464bc17c,6a4bc55ed037,1,168,0,6,2,37,44,Пляжное платье,"Пляжное платье, ярко- оранжевого цвета, сеточка. Произ.Германия",-0.28769086541946465,40,2017-03-18,1,d6aee1e87de217c7eb9c51f776e539dccc80c89a0392de52a38204424855728c,80,0.0
fef1dc6a848a,2b5008d20196,25,150,1,4,5,0,120,"1-к квартира, 42 м², 2/17 эт.","Продается 1-ая квартира, меблированная,бытовая техника, встроенный шкаф купе в зале,сан. узел есть, балкон обшит,утеплен деревом,жалюзи.Во дворе детская площадка, детский садик, школа,больница,магазин в соседнем подъезде.",2.2541286096588222,1,2017-03-25,1,ab9d98310d4f2b49e67e34ae504d7168e960fd2d1a4540e39bafb1951db9153c,58,0.05219
411d45243442,0f81992fa3d2,19,54,0,6,2,28,47,"Куртка женская(парка, ветровка) новая","Новая куртка, заказана через интернет, написан размер S, по факту на 44 возможно 46.Внутри флисовая съемная безрукавка, мех отстёгивается.",-0.2867265607384555,77,2017-03-22,1,aecf3eca6848027c23b92805e4ac4615e988dfee6a786e6815d7e92ea5011664,223,0.0
5c85be00615f,94606fccfb4f,13,128,0,6,2,40,65,Резиновые модные сапоги,41 размер новые,-0.2874278732337349,404,2017-03-28,0,d66f26e4036598b32a571c82a64315cc38da381ba1f6d1c41c1c2454beb81fd9,142,0.0
b20b80a58bf3,080742e2c42c,11,112,0,6,2,40,62,"Ботильоны, ботинки","Ботинки в хорошем состоянии на очень высоком каблуке, надевала 3 раза. На них написанно размер 35, но на 36 тоже подойдет.",-0.28769086541946465,3,2017-03-19,1,bcc89eac53609bd1c68470a817d642545f419275ebbaa72fb3da423ef9a2f399,146,0.0
e6cd89586f67,1dd41b3fd989,14,129,0,6,2,49,47,Фабричные сорочки,"Сорочки - молодежка, женские. Трикотаж и атлас. Оптом и в розницу.",-0.28790476573052487,70,2017-03-16,1,4e179da9b88575357f7543858bcb6556c01768a18fdd8f140a230a9321f95d11,170,0.0
0126d1c4cdcb,a2d692e5b220,17,157,2,0,6,27,101,"LADA Priora, 2011","Автомобиль в отличном состоянии, ремонта не требует.",-0.06458582785870452,4,2017-03-27,1,d9708d01e2312e66ddd677bcb9f3410b609cf3c017d16e805162758a5c462993,65,0.69108
dcfbe44de6d7,2a3341927e65,13,128,0,2,0,42,3,"Сорочка ""Pelican""",Длина изделия 59 см.Состояние хорошее.Есть много вещей на девочку от 8 до 12 лет.,-0.2880415216671044,40,2017-03-21,1,a044f05d059103ef8df93fb38aec3b43dac25612fea36c3eb48e1abd9b93ebc3,3,0.0
edccddb5dde7,f8894fb2acc3,13,128,0,6,3,50,55,Футболки,Футболки 100% хлопок. Цена за каждую,-0.2880239888547224,42,2017-03-16,1,a7e5a4ecae77670fff68a0f83d4860f28fe325832afdb986b6300bd86ebca8a2,240,0.80323
6883f5095b89,e83debd94b6f,9,84,0,6,2,39,52,Белье,Корректирующее белье.,-0.28725254510991505,20,2017-03-21,1,ac5b043e243accf12eb80a959632796383aca8877f687b02b4f97f199bd98d8a,203,0.0
5f56dc8f2d2c,989c7e6bce4e,26,172,0,6,2,40,36,Летние босоножки,"Натуральня кожа. Очень мягкие, удобный каблук. На узкую ножку. В очень хорошем состоянии, без заломов и царапин",-0.28769086541946465,24,2017-03-28,1,487100d04f94850c352380967b1fdc799c95003eff74f1094854ba557a2de3fa,148,0.0
965778d013a0,1ad102fb5c62,17,141,2,0,6,8,94,"Daewoo Nexia, 2004",Породам ам в хорошем состоянии!!!Торг у капота.,-0.23816067044035683,1,2017-03-26,1,85ed09e7298fb298c4a86ecb2963cdd899ec637ec41fe58b5fcfb9e8d9671fd9,65,0.25391
0d77ffe85e34,e98be954bac9,6,66,0,2,1,40,19,Обувь на мальчика,Размер 22-23. Цена за пару,-0.28795385760519443,88,2017-03-21,1,24e671caefa93604350f1c64cb5caacb4eef192a501da74faa3f9682c5c96c59,116,0.12396
0854bbaa97b8,6bfb6693a67b,26,172,0,2,0,40,7,Туфли на девочку Прыг Скок,"Туфли 21 размер, в отличном состоянии",-0.28769086541946465,61,2017-03-19,1,ccaf399f3e302531ed83d9683da22444e9624b74c5b75001244aa0261e92ed7f,255,0.0
743502ee1e55,83aea0eeaf61,17,117,2,0,6,13,104,"KIA Rio, 2014","комплектация ""люкс"" состояние нового авто не битый,не крашенный 100%. Куплен в ноябре 2014 г. эксплуатировался с апреля 2015 г. АКП-6ти ступка доп.опции авто запуск, защита картера,тонировка по госту",0.23347198263504185,20,2017-03-27,1,c119695ef1e00c63a27af25f67a52b4405f1851f2809bb4c8c44e01da4ed30b4,18,0.0
08724366414d,94e5646181b4,9,119,0,2,0,40,22,Кожаные кроссовки Котофей 28р,В нормальном состоянии,-0.28773469745041963,57,2017-03-15,1,cf66ba3438222ddf399ba6dc46496ee856b04026bcf47263ece1f85606ea987e,254,0.0
05fcbd88bb3d,ed18af7bda31,9,84,0,6,3,50,48,Полувер,"Продам отличный полувер./
Немного поношенный./
Качественный материал, сделано в китае",-0.2854115998098066,2,2017-03-20,1,50a6ffd95638afe89686ae3ecb37848ed4fe7cfb57cf364a0470700a042d12ea,207,0.0
17cebe91e96f,ac4cee17e679,13,128,0,2,1,49,4,Толстовка для мальчика,"Толстовка для мальчика, б/у, хлопок 100%",-0.2878661935432845,17,2017-03-27,1,2d0bf80533adb01e0ca26a947e9a49c7074f459ed4185e0185124789b16e7329,204,0.0
80ae0bc0b3fb,e67812471bce,17,157,0,6,3,26,51,Брюки,"Брюки с сиреневым отливом 48рр, с голубым 50 рр, серые 200₽ , с оранжевым 48/50 рр, брюки хб по 400₽, фирменные новые",-0.28795385760519443,208,2017-03-28,1,943d2cb45dc99e4c475ebed2ef34669523830b735968c6844a048e751107b247,241,0.0
5cb3b0fecf24,7ff69bbfc17e,17,157,0,6,2,28,44,Плащ женский демисезонный,"Плащ женский демисезонный, бежевый. Размер xs-44, производства OSTIN. Одевали один раз. Не затёрт , не стиран.",-0.28725254510991505,41,2017-03-22,0,03838010b7568117a060bca961e867739970eae020444f42147e6691b3664370,162,0.0
4811d11c0a9a,204ba3aeb730,20,148,1,4,5,0,120,"1-к квартира, 39 м², 1/4 эт.","Продаётся 1-ком. квартира по ул.Узорная. Записаться на просмотр возможно по...41..22..13..Малоквартирный дом, индивидуальное отопление, закрытая территория. В квартире ремонт,. частично мебель. Имеется парковочное место.",0.8953356500549786,1,2017-03-15,1,a2e08226de94e1f248234b1aeeb558c7e61df1f0df51a02b5f86ceca1f549ff6,40,0.07612
12435742d934,6cb290d6162a,6,14,0,2,0,28,58,Весенний костюм для девочки,Продам весенний костюм для девочки в отличном состоянии.,-0.28725254510991505,32,2017-03-21,1,cc556f90d760930ba4d797faefa03107a758004d0b8969b8f2d6b604cbbfaa42,266,0.0
d89377c51103,02248ff91e2a,27,178,0,6,2,28,66,Плащ,"Плащ женский, б/у 1 сезон, продаю в связи с тем что стал мал. Размер 50-52. Состояние отличное",-0.28549926387171654,29,2017-03-26,1,91c8430a3bf42762ab9d113adfd8f8593167b055ea3d46134ff6cb2af48501be,162,0.0
bb469eb9397e,44e3b12c4ffd,16,174,0,2,0,43,2,Платье для девочки,"Платье на девочку 6-7 лет, размер регулируется. В отличном состоянии . Нежно кремовый цвет .",-0.2863759044908158,2,2017-03-16,1,5971903610369fc2b26cf1507cbcab4e31dc125cdc9b637da51282abee7afc67,251,0.0
521dd235b6c6,8eab1fb964fb,1,168,0,6,2,28,44,Куртка весенняя,Новая стильная куртка мерить в сипайлово,-0.2864197365217708,9,2017-03-24,1,094a3be5bf9e4c42bc6935d4419eb4409df8173ff81f5fca1d52f2171f276bf7,0,0.0
564d82bd1385,3abd34edf34b,11,112,0,6,3,40,42,Adidas porsche design,"продам кросовки,не разу не надетые,год лежали в шкафу/
оригинал,чек и коробка к сожалению утеряны/
торг",-0.28506094356216694,19,2017-03-15,1,0ca0513f6db359908b5f75e0a75b47dc7be45c5d37e9e9d638191411c1c69f4a,130,0.80323
b701a490adaf,94a8694d957e,10,87,0,6,2,26,49,Брюки женские,"Классические Брюки средней плотности, абсолютно новые! Р-р 46-48, темно-синего цвета . Подойдут как для повседневной носки, так и для торжества. Высокая талия, отлично подчёркивают фигуру за счёт эластичности ткани. 40% полиэстер, 54% вискоза, 6% эластан. Производитель Турция. Приобретались по более дорогой стоимости .",-0.28760320135755474,12,2017-03-26,1,89e80fef1b477aea3fb5dc4ab59319a8fac366cb3a9bb29442dfbf7cd812c599,196,0.0
5081d0bca689,f3e291a5f553,22,160,2,0,6,13,104,"KIA Rio, 2011",Машина в идеальном состоянии. Торг уместен.,0.06252706191068731,16,2017-03-22,1,d44bec01641c35be6dd48455dd96891a902999f7ec3720e08af18dc9e70fa083,63,0.47553
